OrderID,Product,QuantityOrdered,PriceEach,OrderDate,PurchaseAddress,DayOfTheMonth
278836,Wired Headphones,1,11.99,11/26/19 20:48,"989 12th St, New York City, NY 10001",26
278839,Lightning Charging Cable,1,14.95,11/23/19 11:16,"614 Church St, San Francisco, CA 94016",23
278840,Bose SoundSport Headphones,1,99.99,11/23/19 20:46,"490 Walnut St, Los Angeles, CA 90001",23
278840,27in FHD Monitor,1,149.99,11/23/19 20:46,"490 Walnut St, Los Angeles, CA 90001",23
278841,USB-C Charging Cable,1,11.95,11/28/19 09:07,"847 Dogwood St, San Francisco, CA 94016",28
278844,20in Monitor,1,109.99,11/24/19 12:37,"944 Madison St, Los Angeles, CA 90001",24
278846,Lightning Charging Cable,1,14.95,11/25/19 22:05,"84 1st St, Los Angeles, CA 90001",25
278848,Flatscreen TV,1,300,11/23/19 16:40,"140 West St, Austin, TX 73301",23
278849,AAA Batteries (4-pack),1,2.99,11/16/19 11:49,"984 Washington St, Seattle, WA 98101",16
278850,USB-C Charging Cable,1,11.95,11/21/19 14:25,"555 Cherry St, San Francisco, CA 94016",21
278853,AAA Batteries (4-pack),1,2.99,11/20/19 19:01,"591 Washington St, San Francisco, CA 94016",20
278855,AA Batteries (4-pack),1,3.84,11/21/19 21:32,"193 Maple St, New York City, NY 10001",21
278857,USB-C Charging Cable,1,11.95,11/30/19 15:37,"150 Wilson St, Los Angeles, CA 90001",30
278857,AAA Batteries (4-pack),2,2.99,11/30/19 15:37,"150 Wilson St, Los Angeles, CA 90001",30
278858,USB-C Charging Cable,1,11.95,11/16/19 13:23,"690 Spruce St, San Francisco, CA 94016",16
278859,27in FHD Monitor,1,149.99,11/21/19 22:29,"30 West St, Dallas, TX 75001",21
278860,Wired Headphones,2,11.99,11/22/19 21:45,"389 Madison St, Boston, MA 02215",22
278861,AA Batteries (4-pack),2,3.84,11/24/19 16:18,"485 Jefferson St, New York City, NY 10001",24
278863,Wired Headphones,1,11.99,11/21/19 16:29,"511 10th St, Los Angeles, CA 90001",21
278865,27in 4K Gaming Monitor,1,389.99,11/14/19 17:44,"518 Center St, New York City, NY 10001",14
278867,Apple Airpods Headphones,1,150,11/13/19 11:55,"249 Madison St, Atlanta, GA 30301",13
278869,Lightning Charging Cable,1,14.95,11/22/19 12:18,"164 North St, Dallas, TX 75001",22
278870,Bose SoundSport Headphones,1,99.99,11/29/19 19:53,"921 Meadow St, Seattle, WA 98101",29
278871,34in Ultrawide Monitor,1,379.99,11/22/19 14:01,"95 Willow St, Dallas, TX 75001",22
278873,Lightning Charging Cable,1,14.95,11/28/19 22:30,"206 Willow St, Portland, OR 97035",28
278874,Lightning Charging Cable,1,14.95,11/13/19 17:58,"828 Spruce St, Austin, TX 73301",13
278875,USB-C Charging Cable,1,11.95,11/26/19 11:09,"832 Sunset St, Los Angeles, CA 90001",26
278876,Bose SoundSport Headphones,1,99.99,11/27/19 17:31,"174 Main St, Portland, OR 97035",27
278877,34in Ultrawide Monitor,1,379.99,11/24/19 20:08,"684 Madison St, Atlanta, GA 30301",24
278879,27in 4K Gaming Monitor,1,389.99,11/21/19 23:35,"738 6th St, San Francisco, CA 94016",21
278880,Apple Airpods Headphones,1,150,11/16/19 13:07,"531 Ridge St, San Francisco, CA 94016",16
278881,20in Monitor,1,109.99,11/22/19 11:30,"695 Jefferson St, New York City, NY 10001",22
278882,Bose SoundSport Headphones,1,99.99,11/15/19 20:31,"469 8th St, San Francisco, CA 94016",15
278883,Wired Headphones,2,11.99,11/28/19 23:11,"153 Washington St, San Francisco, CA 94016",28
278886,USB-C Charging Cable,1,11.95,11/17/19 13:44,"315 Elm St, San Francisco, CA 94016",17
278887,AA Batteries (4-pack),1,3.84,11/18/19 14:55,"281 1st St, Atlanta, GA 30301",18
278888,AA Batteries (4-pack),1,3.84,11/24/19 15:44,"447 Cherry St, Los Angeles, CA 90001",24
278889,USB-C Charging Cable,1,11.95,11/30/19 08:39,"171 13th St, Los Angeles, CA 90001",30
278890,Apple Airpods Headphones,1,150,11/26/19 11:27,"673 West St, Seattle, WA 98101",26
278893,AA Batteries (4-pack),1,3.84,11/21/19 18:39,"39 Church St, Los Angeles, CA 90001",21
278894,Bose SoundSport Headphones,1,99.99,11/16/19 10:06,"334 Pine St, Dallas, TX 75001",16
278895,USB-C Charging Cable,1,11.95,11/25/19 17:28,"24 West St, Los Angeles, CA 90001",25
278896,AAA Batteries (4-pack),2,2.99,11/13/19 19:10,"906 North St, New York City, NY 10001",13
278897,27in FHD Monitor,1,149.99,11/21/19 13:42,"277 Hill St, San Francisco, CA 94016",21
278900,Bose SoundSport Headphones,1,99.99,11/13/19 18:34,"948 North St, Boston, MA 02215",13
278901,Lightning Charging Cable,1,14.95,11/26/19 19:08,"423 7th St, Los Angeles, CA 90001",26
278902,ThinkPad Laptop,1,999.99,11/22/19 17:49,"117 4th St, San Francisco, CA 94016",22
278908,27in 4K Gaming Monitor,1,389.99,11/13/19 17:19,"256 Adams St, Seattle, WA 98101",13
278911,Macbook Pro Laptop,1,1700,11/24/19 13:03,"244 Walnut St, Los Angeles, CA 90001",24
278914,Wired Headphones,1,11.99,11/30/19 15:01,"222 Pine St, Boston, MA 02215",30
278916,Apple Airpods Headphones,1,150,11/24/19 21:17,"561 7th St, San Francisco, CA 94016",24
278917,Apple Airpods Headphones,1,150,11/19/19 22:08,"787 Wilson St, Seattle, WA 98101",19
278920,AA Batteries (4-pack),2,3.84,11/18/19 12:55,"886 Hill St, Seattle, WA 98101",18
278921,Wired Headphones,1,11.99,11/19/19 18:32,"427 10th St, Austin, TX 73301",19
278924,Google Phone,1,600,11/16/19 21:36,"796 12th St, Dallas, TX 75001",16
278926,LG Washing Machine,1,600,11/21/19 13:11,"772 Maple St, Boston, MA 02215",21
278927,Wired Headphones,1,11.99,11/26/19 09:54,"919 12th St, Atlanta, GA 30301",26
278929,USB-C Charging Cable,1,11.95,11/23/19 18:52,"472 2nd St, San Francisco, CA 94016",23
278930,AAA Batteries (4-pack),1,2.99,11/30/19 19:49,"352 11th St, San Francisco, CA 94016",30
278931,ThinkPad Laptop,1,999.99,11/24/19 14:13,"493 Center St, Boston, MA 02215",24
278932,AA Batteries (4-pack),2,3.84,11/26/19 13:47,"385 4th St, New York City, NY 10001",26
278933,USB-C Charging Cable,1,11.95,11/17/19 11:28,"611 Lake St, San Francisco, CA 94016",17
278934,USB-C Charging Cable,1,11.95,11/13/19 17:07,"187 Lakeview St, San Francisco, CA 94016",13
278935,AAA Batteries (4-pack),2,2.99,11/13/19 21:04,"845 Jackson St, Seattle, WA 98101",13
278937,Wired Headphones,1,11.99,11/30/19 17:37,"968 South St, San Francisco, CA 94016",30
278939,Apple Airpods Headphones,1,150,11/17/19 09:51,"191 14th St, Seattle, WA 98101",17
278940,Apple Airpods Headphones,1,150,11/23/19 10:51,"140 2nd St, Boston, MA 02215",23
278940,AAA Batteries (4-pack),4,2.99,11/23/19 10:51,"140 2nd St, Boston, MA 02215",23
278942,27in FHD Monitor,1,149.99,11/13/19 18:37,"111 Dogwood St, San Francisco, CA 94016",13
278944,Google Phone,1,600,11/14/19 22:19,"600 Willow St, Portland, OR 97035",14
278944,Bose SoundSport Headphones,1,99.99,11/14/19 22:19,"600 Willow St, Portland, OR 97035",14
278945,Wired Headphones,1,11.99,11/22/19 02:20,"602 Johnson St, San Francisco, CA 94016",22
278946,iPhone,1,700,11/19/19 18:25,"361 9th St, San Francisco, CA 94016",19
278946,Lightning Charging Cable,1,14.95,11/19/19 18:25,"361 9th St, San Francisco, CA 94016",19
278946,Wired Headphones,1,11.99,11/19/19 18:25,"361 9th St, San Francisco, CA 94016",19
278947,Apple Airpods Headphones,1,150,11/25/19 11:14,"322 Madison St, New York City, NY 10001",25
278948,ThinkPad Laptop,1,999.99,11/17/19 15:17,"464 Chestnut St, Boston, MA 02215",17
278950,Apple Airpods Headphones,1,150,11/29/19 10:39,"260 River St, Boston, MA 02215",29
278952,AAA Batteries (4-pack),1,2.99,11/17/19 12:04,"947 5th St, Atlanta, GA 30301",17
278954,AA Batteries (4-pack),1,3.84,11/13/19 11:42,"536 Forest St, Dallas, TX 75001",13
278955,USB-C Charging Cable,1,11.95,11/14/19 23:48,"271 Meadow St, Seattle, WA 98101",14
278956,AA Batteries (4-pack),1,3.84,11/22/19 09:57,"894 Maple St, San Francisco, CA 94016",22
278958,Lightning Charging Cable,2,14.95,11/22/19 12:20,"106 North St, Los Angeles, CA 90001",22
278960,Bose SoundSport Headphones,1,99.99,11/15/19 22:33,"386 Church St, Seattle, WA 98101",15
278961,AAA Batteries (4-pack),1,2.99,11/21/19 10:00,"250 Madison St, Boston, MA 02215",21
278963,Bose SoundSport Headphones,1,99.99,11/29/19 21:52,"957 South St, San Francisco, CA 94016",29
278964,Flatscreen TV,1,300,11/13/19 03:56,"200 Madison St, Dallas, TX 75001",13
278965,AAA Batteries (4-pack),2,2.99,11/17/19 11:29,"744 Main St, San Francisco, CA 94016",17
278968,AAA Batteries (4-pack),2,2.99,11/30/19 09:38,"923 Maple St, San Francisco, CA 94016",30
278969,27in FHD Monitor,1,149.99,11/17/19 13:36,"589 13th St, Atlanta, GA 30301",17
278970,Google Phone,1,600,11/21/19 13:36,"21 14th St, San Francisco, CA 94016",21
278970,USB-C Charging Cable,1,11.95,11/21/19 13:36,"21 14th St, San Francisco, CA 94016",21
278973,27in 4K Gaming Monitor,1,389.99,11/27/19 13:52,"808 Walnut St, Boston, MA 02215",27
278975,Bose SoundSport Headphones,1,99.99,11/19/19 00:29,"387 Forest St, Boston, MA 02215",19
278976,AAA Batteries (4-pack),1,2.99,11/29/19 20:55,"676 Sunset St, Los Angeles, CA 90001",29
278977,AAA Batteries (4-pack),2,2.99,11/27/19 09:57,"121 5th St, New York City, NY 10001",27
278978,USB-C Charging Cable,1,11.95,11/20/19 16:02,"13 Cherry St, San Francisco, CA 94016",20
278980,USB-C Charging Cable,1,11.95,11/29/19 05:20,"893 Chestnut St, San Francisco, CA 94016",29
278983,ThinkPad Laptop,1,999.99,11/17/19 05:33,"392 4th St, Atlanta, GA 30301",17
278988,USB-C Charging Cable,1,11.95,11/15/19 16:36,"589 Elm St, Boston, MA 02215",15
278990,Bose SoundSport Headphones,1,99.99,11/26/19 12:29,"50 Cedar St, Los Angeles, CA 90001",26
278992,LG Dryer,1,600,11/13/19 19:40,"456 West St, Boston, MA 02215",13
278993,Lightning Charging Cable,1,14.95,11/30/19 03:42,"403 Chestnut St, New York City, NY 10001",30
278995,27in FHD Monitor,1,149.99,11/17/19 21:05,"828 Walnut St, Seattle, WA 98101",17
278996,34in Ultrawide Monitor,1,379.99,11/26/19 19:23,"762 Madison St, Portland, OR 97035",26
279000,ThinkPad Laptop,1,999.99,11/22/19 09:09,"83 River St, New York City, NY 10001",22
279001,AAA Batteries (4-pack),1,2.99,11/18/19 14:34,"569 Highland St, San Francisco, CA 94016",18
279002,AA Batteries (4-pack),1,3.84,11/15/19 15:10,"122 9th St, Los Angeles, CA 90001",15
279003,Apple Airpods Headphones,1,150,11/25/19 12:08,"537 12th St, Boston, MA 02215",25
279004,Apple Airpods Headphones,1,150,11/30/19 16:18,"59 Hill St, New York City, NY 10001",30
279005,Lightning Charging Cable,1,14.95,11/16/19 07:05,"222 12th St, Boston, MA 02215",16
279005,Wired Headphones,1,11.99,11/16/19 07:05,"222 12th St, Boston, MA 02215",16
279006,Flatscreen TV,1,300,11/30/19 12:04,"807 Meadow St, Boston, MA 02215",30
279008,Apple Airpods Headphones,1,150,11/27/19 16:04,"174 Lakeview St, Boston, MA 02215",27
279010,Apple Airpods Headphones,1,150,11/18/19 19:43,"781 14th St, Boston, MA 02215",18
279012,AA Batteries (4-pack),1,3.84,11/13/19 14:52,"564 Cedar St, Boston, MA 02215",13
279013,AAA Batteries (4-pack),1,2.99,11/30/19 11:36,"225 2nd St, Seattle, WA 98101",30
279015,AAA Batteries (4-pack),1,2.99,11/22/19 19:48,"504 Hill St, Boston, MA 02215",22
279016,Apple Airpods Headphones,1,150,11/20/19 12:05,"564 North St, Atlanta, GA 30301",20
279017,AAA Batteries (4-pack),1,2.99,11/15/19 08:04,"24 Wilson St, Atlanta, GA 30301",15
279020,34in Ultrawide Monitor,1,379.99,11/28/19 17:00,"518 Forest St, Seattle, WA 98101",28
279021,Wired Headphones,1,11.99,11/25/19 19:13,"715 Lake St, Atlanta, GA 30301",25
279022,27in 4K Gaming Monitor,1,389.99,11/26/19 11:46,"136 Lakeview St, Los Angeles, CA 90001",26
279026,Macbook Pro Laptop,1,1700,11/25/19 19:29,"232 8th St, Boston, MA 02215",25
279028,USB-C Charging Cable,1,11.95,11/19/19 13:40,"466 Dogwood St, Seattle, WA 98101",19
279030,34in Ultrawide Monitor,1,379.99,11/22/19 18:44,"730 4th St, New York City, NY 10001",22
279031,USB-C Charging Cable,2,11.95,11/21/19 20:38,"650 Main St, San Francisco, CA 94016",21
279032,Apple Airpods Headphones,1,150,11/17/19 14:56,"741 Willow St, New York City, NY 10001",17
279033,Apple Airpods Headphones,1,150,11/15/19 20:28,"665 Lake St, San Francisco, CA 94016",15
279034,iPhone,1,700,11/30/19 13:10,"221 Forest St, Dallas, TX 75001",30
279035,iPhone,1,700,11/19/19 18:25,"379 Madison St, San Francisco, CA 94016",19
279036,20in Monitor,1,109.99,11/18/19 20:08,"582 6th St, San Francisco, CA 94016",18
279037,Wired Headphones,1,11.99,11/28/19 21:38,"165 Cherry St, San Francisco, CA 94016",28
279039,USB-C Charging Cable,1,11.95,11/22/19 17:05,"675 Spruce St, Portland, OR 97035",22
279040,27in FHD Monitor,1,149.99,11/29/19 17:20,"780 Main St, Atlanta, GA 30301",29
279041,USB-C Charging Cable,1,11.95,11/30/19 21:12,"506 7th St, Los Angeles, CA 90001",30
279043,20in Monitor,1,109.99,11/20/19 12:46,"174 2nd St, Portland, OR 97035",20
279046,Wired Headphones,1,11.99,11/16/19 14:44,"126 Forest St, New York City, NY 10001",16
279047,AA Batteries (4-pack),1,3.84,11/22/19 11:22,"586 5th St, San Francisco, CA 94016",22
279048,USB-C Charging Cable,1,11.95,11/23/19 16:35,"442 1st St, Dallas, TX 75001",23
279049,Apple Airpods Headphones,1,150,11/18/19 15:22,"273 Johnson St, Boston, MA 02215",18
279051,AAA Batteries (4-pack),1,2.99,11/23/19 21:37,"287 11th St, Austin, TX 73301",23
279052,Apple Airpods Headphones,1,150,11/19/19 15:01,"79 Ridge St, Austin, TX 73301",19
279054,ThinkPad Laptop,1,999.99,11/27/19 17:40,"538 1st St, Portland, OR 97035",27
279057,Lightning Charging Cable,1,14.95,11/22/19 18:06,"309 Ridge St, Los Angeles, CA 90001",22
279059,27in FHD Monitor,1,149.99,11/27/19 08:33,"250 Main St, Portland, OR 97035",27
279060,34in Ultrawide Monitor,1,379.99,11/15/19 12:23,"671 Hickory St, Boston, MA 02215",15
279061,USB-C Charging Cable,1,11.95,11/28/19 11:43,"83 9th St, Los Angeles, CA 90001",28
279062,Macbook Pro Laptop,1,1700,11/15/19 20:12,"924 Church St, San Francisco, CA 94016",15
279064,iPhone,1,700,11/24/19 18:28,"415 Lincoln St, San Francisco, CA 94016",24
279065,iPhone,1,700,11/14/19 11:12,"977 Johnson St, Atlanta, GA 30301",14
279066,Flatscreen TV,1,300,11/30/19 23:19,"79 Hickory St, New York City, NY 10001",30
279067,AA Batteries (4-pack),1,3.84,11/25/19 11:50,"621 Wilson St, Boston, MA 02215",25
279069,USB-C Charging Cable,1,11.95,11/14/19 16:30,"593 South St, San Francisco, CA 94016",14
279069,USB-C Charging Cable,1,11.95,11/14/19 16:30,"593 South St, San Francisco, CA 94016",14
279070,iPhone,1,700,11/21/19 16:01,"407 North St, Los Angeles, CA 90001",21
279071,AAA Batteries (4-pack),3,2.99,11/21/19 18:00,"87 Center St, New York City, NY 10001",21
279073,AA Batteries (4-pack),1,3.84,11/16/19 19:17,"858 Cherry St, Boston, MA 02215",16
279074,34in Ultrawide Monitor,1,379.99,11/15/19 12:43,"602 Hickory St, Los Angeles, CA 90001",15
279076,Wired Headphones,1,11.99,11/25/19 11:57,"204 2nd St, San Francisco, CA 94016",25
279077,AAA Batteries (4-pack),1,2.99,11/28/19 19:56,"829 11th St, San Francisco, CA 94016",28
279080,Apple Airpods Headphones,1,150,11/27/19 18:20,"93 Pine St, New York City, NY 10001",27
279081,Wired Headphones,1,11.99,11/25/19 01:20,"521 9th St, Atlanta, GA 30301",25
279082,Bose SoundSport Headphones,1,99.99,11/20/19 19:58,"680 Hill St, Los Angeles, CA 90001",20
279083,USB-C Charging Cable,1,11.95,11/30/19 07:23,"300 Willow St, Portland, OR 97035",30
279087,34in Ultrawide Monitor,1,379.99,11/18/19 15:44,"594 South St, San Francisco, CA 94016",18
279088,AA Batteries (4-pack),1,3.84,11/17/19 05:25,"627 Washington St, New York City, NY 10001",17
279091,27in FHD Monitor,1,149.99,11/23/19 15:29,"924 9th St, Portland, OR 97035",23
279093,USB-C Charging Cable,2,11.95,11/24/19 22:59,"571 Willow St, Portland, ME 04101",24
279099,34in Ultrawide Monitor,1,379.99,11/28/19 12:16,"921 River St, New York City, NY 10001",28
279100,Lightning Charging Cable,1,14.95,11/25/19 17:40,"215 Church St, Portland, OR 97035",25
279101,AA Batteries (4-pack),1,3.84,11/26/19 17:24,"549 Jackson St, San Francisco, CA 94016",26
279102,USB-C Charging Cable,1,11.95,11/18/19 22:30,"494 6th St, Atlanta, GA 30301",18
279104,Apple Airpods Headphones,1,150,11/17/19 09:46,"440 Pine St, San Francisco, CA 94016",17
279105,34in Ultrawide Monitor,1,379.99,11/19/19 12:23,"736 Washington St, Dallas, TX 75001",19
279107,Macbook Pro Laptop,1,1700,11/26/19 10:43,"687 Lincoln St, Los Angeles, CA 90001",26
279108,Macbook Pro Laptop,1,1700,11/27/19 10:54,"145 Lincoln St, Seattle, WA 98101",27
279110,Apple Airpods Headphones,1,150,11/13/19 23:00,"525 Pine St, Dallas, TX 75001",13
279112,Wired Headphones,1,11.99,11/16/19 20:47,"275 11th St, Los Angeles, CA 90001",16
279114,Apple Airpods Headphones,1,150,11/29/19 18:47,"91 Church St, Portland, ME 04101",29
279121,AA Batteries (4-pack),1,3.84,11/25/19 12:07,"619 9th St, San Francisco, CA 94016",25
279122,Wired Headphones,1,11.99,11/20/19 17:19,"743 Ridge St, San Francisco, CA 94016",20
279124,iPhone,1,700,11/26/19 22:43,"579 11th St, Portland, OR 97035",26
279126,Bose SoundSport Headphones,1,99.99,11/14/19 19:49,"585 Church St, Atlanta, GA 30301",14
279129,Wired Headphones,1,11.99,11/25/19 20:37,"33 13th St, Dallas, TX 75001",25
279130,Wired Headphones,1,11.99,11/30/19 17:56,"459 Jackson St, New York City, NY 10001",30
279134,AAA Batteries (4-pack),2,2.99,11/22/19 22:27,"833 Johnson St, Los Angeles, CA 90001",22
279135,AAA Batteries (4-pack),2,2.99,11/17/19 23:10,"125 Maple St, Austin, TX 73301",17
279137,USB-C Charging Cable,1,11.95,11/22/19 12:10,"909 12th St, Los Angeles, CA 90001",22
279138,USB-C Charging Cable,1,11.95,11/28/19 13:47,"766 North St, Seattle, WA 98101",28
279139,AAA Batteries (4-pack),1,2.99,11/17/19 21:48,"265 Cedar St, New York City, NY 10001",17
279140,Lightning Charging Cable,1,14.95,11/27/19 10:20,"138 2nd St, New York City, NY 10001",27
279142,Lightning Charging Cable,1,14.95,11/13/19 21:18,"275 Forest St, Los Angeles, CA 90001",13
279144,20in Monitor,1,109.99,11/17/19 18:09,"86 Highland St, San Francisco, CA 94016",17
279147,Apple Airpods Headphones,1,150,11/26/19 21:20,"606 Jefferson St, Atlanta, GA 30301",26
279148,Wired Headphones,1,11.99,11/28/19 15:16,"321 Adams St, Atlanta, GA 30301",28
279149,Lightning Charging Cable,1,14.95,11/27/19 03:49,"510 Johnson St, Dallas, TX 75001",27
279151,Wired Headphones,1,11.99,11/25/19 08:03,"20 Adams St, Los Angeles, CA 90001",25
279153,USB-C Charging Cable,1,11.95,11/25/19 09:52,"12 Lakeview St, Atlanta, GA 30301",25
279154,Flatscreen TV,1,300,11/27/19 21:17,"129 Meadow St, Los Angeles, CA 90001",27
279155,AAA Batteries (4-pack),2,2.99,11/25/19 11:35,"403 Wilson St, New York City, NY 10001",25
279156,Lightning Charging Cable,1,14.95,11/27/19 22:26,"416 Center St, Los Angeles, CA 90001",27
279157,USB-C Charging Cable,1,11.95,11/21/19 21:23,"856 Spruce St, Los Angeles, CA 90001",21
279158,Flatscreen TV,1,300,11/29/19 19:06,"949 Washington St, Boston, MA 02215",29
279159,USB-C Charging Cable,1,11.95,11/17/19 20:10,"991 2nd St, New York City, NY 10001",17
279161,Google Phone,1,600,11/24/19 10:34,"472 Chestnut St, Portland, ME 04101",24
279162,iPhone,1,700,11/27/19 18:22,"776 Lake St, Austin, TX 73301",27
279162,Lightning Charging Cable,1,14.95,11/27/19 18:22,"776 Lake St, Austin, TX 73301",27
279163,AAA Batteries (4-pack),4,2.99,11/29/19 15:33,"590 Washington St, Boston, MA 02215",29
279167,Lightning Charging Cable,1,14.95,11/15/19 11:03,"477 Dogwood St, Los Angeles, CA 90001",15
279170,Bose SoundSport Headphones,1,99.99,11/15/19 13:37,"110 Lake St, San Francisco, CA 94016",15
279174,USB-C Charging Cable,1,11.95,11/17/19 20:04,"884 10th St, New York City, NY 10001",17
279175,AAA Batteries (4-pack),1,2.99,11/18/19 17:09,"194 South St, Portland, OR 97035",18
279175,Apple Airpods Headphones,1,150,11/18/19 17:09,"194 South St, Portland, OR 97035",18
279177,34in Ultrawide Monitor,1,379.99,11/22/19 16:02,"151 5th St, Portland, OR 97035",22
279178,AA Batteries (4-pack),1,3.84,11/17/19 18:46,"58 13th St, Boston, MA 02215",17
279181,AA Batteries (4-pack),1,3.84,11/26/19 21:53,"641 Cherry St, Portland, OR 97035",26
279185,Bose SoundSport Headphones,1,99.99,11/24/19 09:43,"409 Highland St, Atlanta, GA 30301",24
279186,27in FHD Monitor,1,149.99,11/25/19 21:01,"597 7th St, Atlanta, GA 30301",25
279187,AA Batteries (4-pack),1,3.84,11/17/19 08:48,"980 Lincoln St, Los Angeles, CA 90001",17
279189,AA Batteries (4-pack),1,3.84,11/21/19 00:30,"322 River St, Los Angeles, CA 90001",21
279190,Wired Headphones,1,11.99,11/19/19 07:12,"506 West St, Los Angeles, CA 90001",19
279193,iPhone,1,700,11/20/19 20:06,"543 Center St, San Francisco, CA 94016",20
279194,Bose SoundSport Headphones,1,99.99,11/13/19 13:04,"790 Washington St, San Francisco, CA 94016",13
279196,Lightning Charging Cable,1,14.95,11/24/19 02:20,"449 Ridge St, New York City, NY 10001",24
279200,Wired Headphones,3,11.99,11/24/19 17:26,"343 Dogwood St, Boston, MA 02215",24
279201,Bose SoundSport Headphones,1,99.99,11/15/19 01:30,"526 Main St, San Francisco, CA 94016",15
279204,Lightning Charging Cable,1,14.95,11/16/19 15:18,"441 Church St, New York City, NY 10001",16
279207,AA Batteries (4-pack),1,3.84,11/23/19 21:30,"766 Church St, Seattle, WA 98101",23
279208,20in Monitor,1,109.99,11/25/19 08:23,"623 Spruce St, Los Angeles, CA 90001",25
279210,Apple Airpods Headphones,1,150,11/23/19 22:47,"876 Highland St, San Francisco, CA 94016",23
279211,USB-C Charging Cable,1,11.95,11/29/19 14:00,"237 5th St, San Francisco, CA 94016",29
279213,USB-C Charging Cable,1,11.95,11/13/19 12:47,"851 8th St, New York City, NY 10001",13
279214,AA Batteries (4-pack),1,3.84,11/19/19 09:30,"880 Wilson St, San Francisco, CA 94016",19
279215,USB-C Charging Cable,1,11.95,11/28/19 13:22,"315 Sunset St, Portland, OR 97035",28
279216,20in Monitor,1,109.99,11/22/19 17:18,"975 13th St, San Francisco, CA 94016",22
279217,Google Phone,1,600,11/19/19 09:33,"206 Meadow St, San Francisco, CA 94016",19
279219,27in 4K Gaming Monitor,1,389.99,11/22/19 23:06,"222 Walnut St, Austin, TX 73301",22
279220,Google Phone,1,600,11/20/19 02:46,"435 2nd St, New York City, NY 10001",20
279221,AA Batteries (4-pack),1,3.84,11/23/19 09:06,"404 North St, Atlanta, GA 30301",23
279233,USB-C Charging Cable,2,11.95,11/23/19 20:32,"458 Ridge St, Boston, MA 02215",23
279234,Bose SoundSport Headphones,1,99.99,11/19/19 12:26,"415 Hickory St, Austin, TX 73301",19
279235,27in FHD Monitor,1,149.99,11/16/19 12:27,"168 River St, Portland, OR 97035",16
279237,Wired Headphones,1,11.99,11/17/19 15:49,"646 9th St, Boston, MA 02215",17
279238,AA Batteries (4-pack),1,3.84,11/27/19 13:55,"265 Church St, Boston, MA 02215",27
279241,Wired Headphones,1,11.99,11/19/19 18:18,"638 Cedar St, Portland, OR 97035",19
279242,USB-C Charging Cable,1,11.95,11/25/19 16:49,"635 Sunset St, Los Angeles, CA 90001",25
279244,Lightning Charging Cable,1,14.95,11/18/19 12:12,"218 Main St, Atlanta, GA 30301",18
279247,Bose SoundSport Headphones,1,99.99,11/23/19 17:40,"977 Ridge St, Boston, MA 02215",23
279249,Flatscreen TV,1,300,11/23/19 21:09,"531 8th St, Austin, TX 73301",23
279253,27in 4K Gaming Monitor,1,389.99,11/24/19 19:45,"586 8th St, Los Angeles, CA 90001",24
