OrderID,Product,QuantityOrdered,PriceEach,OrderDate,PurchaseAddress,DayOfTheMonth
259396,AAA Batteries (4-pack),1,2.99,10/23/19 22:40,"218 Spruce St, Austin, TX 73301",23
259398,Bose SoundSport Headphones,1,99.99,10/22/19 10:20,"367 Pine St, Seattle, WA 98101",22
259399,AAA Batteries (4-pack),2,2.99,10/31/19 19:06,"263 Willow St, San Francisco, CA 94016",31
259400,27in 4K Gaming Monitor,1,389.99,10/19/19 09:24,"628 Forest St, Los Angeles, CA 90001",19
259401,Wired Headphones,1,11.99,10/15/19 23:39,"291 Lincoln St, Los Angeles, CA 90001",15
259403,USB-C Charging Cable,1,11.95,10/25/19 19:42,"255 Cedar St, New York City, NY 10001",25
259407,Lightning Charging Cable,1,14.95,10/30/19 12:09,"189 Chestnut St, San Francisco, CA 94016",30
259408,34in Ultrawide Monitor,1,379.99,10/21/19 20:09,"36 Pine St, Los Angeles, CA 90001",21
259412,Apple Airpods Headphones,1,150,10/24/19 18:05,"276 North St, Los Angeles, CA 90001",24
259413,Bose SoundSport Headphones,1,99.99,10/30/19 09:54,"387 West St, Boston, MA 02215",30
259415,AAA Batteries (4-pack),2,2.99,10/16/19 19:13,"280 8th St, Portland, OR 97035",16
259418,iPhone,1,700,10/25/19 12:06,"253 8th St, Austin, TX 73301",25
259419,USB-C Charging Cable,1,11.95,10/28/19 08:13,"820 South St, Los Angeles, CA 90001",28
259420,Google Phone,1,600,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001",18
259420,USB-C Charging Cable,2,11.95,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001",18
259421,Wired Headphones,1,11.99,10/19/19 16:52,"240 Chestnut St, San Francisco, CA 94016",19
259423,AA Batteries (4-pack),1,3.84,10/14/19 15:37,"32 12th St, New York City, NY 10001",14
259424,USB-C Charging Cable,2,11.95,10/31/19 22:54,"64 Lake St, Atlanta, GA 30301",31
259425,Lightning Charging Cable,1,14.95,10/18/19 11:36,"81 Spruce St, Austin, TX 73301",18
259426,27in 4K Gaming Monitor,1,389.99,10/17/19 10:43,"595 6th St, Dallas, TX 75001",17
259429,Lightning Charging Cable,1,14.95,10/21/19 19:52,"632 Willow St, San Francisco, CA 94016",21
259431,27in FHD Monitor,1,149.99,10/23/19 13:13,"962 South St, Boston, MA 02215",23
259432,iPhone,1,700,10/20/19 15:55,"47 4th St, Boston, MA 02215",20
259434,Lightning Charging Cable,1,14.95,10/21/19 23:05,"499 2nd St, Boston, MA 02215",21
259435,Wired Headphones,1,11.99,10/17/19 16:00,"664 9th St, Boston, MA 02215",17
259436,Wired Headphones,2,11.99,10/26/19 00:30,"23 Walnut St, San Francisco, CA 94016",26
259438,iPhone,1,700,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001",29
259438,Lightning Charging Cable,1,14.95,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001",29
259439,USB-C Charging Cable,1,11.95,10/15/19 09:57,"5 Hill St, San Francisco, CA 94016",15
259441,AA Batteries (4-pack),1,3.84,10/26/19 14:32,"413 7th St, San Francisco, CA 94016",26
259444,Google Phone,1,600,10/29/19 14:27,"982 8th St, Austin, TX 73301",29
259445,USB-C Charging Cable,1,11.95,10/29/19 15:45,"301 4th St, Atlanta, GA 30301",29
259446,20in Monitor,1,109.99,10/16/19 15:01,"796 Washington St, Los Angeles, CA 90001",16
259448,AA Batteries (4-pack),2,3.84,10/18/19 21:47,"145 River St, Los Angeles, CA 90001",18
259450,AAA Batteries (4-pack),1,2.99,10/16/19 19:49,"796 8th St, San Francisco, CA 94016",16
259451,34in Ultrawide Monitor,1,379.99,10/13/19 19:46,"951 Elm St, Dallas, TX 75001",13
259452,USB-C Charging Cable,1,11.95,10/27/19 02:21,"709 Madison St, San Francisco, CA 94016",27
259455,Lightning Charging Cable,1,14.95,10/13/19 12:32,"750 7th St, San Francisco, CA 94016",13
259456,Lightning Charging Cable,1,14.95,10/25/19 22:06,"271 River St, Dallas, TX 75001",25
259457,Apple Airpods Headphones,1,150,10/25/19 08:51,"860 Main St, Boston, MA 02215",25
259459,Bose SoundSport Headphones,1,99.99,10/25/19 10:20,"384 Ridge St, Boston, MA 02215",25
259462,USB-C Charging Cable,1,11.95,10/18/19 12:48,"582 2nd St, Boston, MA 02215",18
259463,Wired Headphones,1,11.99,10/27/19 00:49,"647 8th St, Los Angeles, CA 90001",27
259464,Lightning Charging Cable,1,14.95,10/24/19 16:04,"478 Church St, Austin, TX 73301",24
259466,USB-C Charging Cable,1,11.95,10/26/19 10:29,"454 Ridge St, New York City, NY 10001",26
259468,Bose SoundSport Headphones,1,99.99,10/28/19 14:13,"221 River St, Portland, OR 97035",28
259469,Macbook Pro Laptop,1,1700,10/19/19 19:28,"822 9th St, Atlanta, GA 30301",19
259470,27in FHD Monitor,1,149.99,10/28/19 13:41,"226 Sunset St, San Francisco, CA 94016",28
259472,27in FHD Monitor,1,149.99,10/25/19 14:46,"144 Ridge St, Atlanta, GA 30301",25
259473,Apple Airpods Headphones,1,150,10/24/19 10:43,"26 Chestnut St, Atlanta, GA 30301",24
259474,Apple Airpods Headphones,1,150,10/21/19 15:21,"460 14th St, Austin, TX 73301",21
259476,Google Phone,1,600,10/13/19 10:23,"995 Main St, San Francisco, CA 94016",13
259479,20in Monitor,1,109.99,10/29/19 18:42,"43 Sunset St, Atlanta, GA 30301",29
259480,AAA Batteries (4-pack),1,2.99,10/14/19 23:10,"231 Ridge St, New York City, NY 10001",14
259482,Lightning Charging Cable,1,14.95,10/24/19 16:53,"280 Cherry St, New York City, NY 10001",24
259483,AAA Batteries (4-pack),1,2.99,10/23/19 22:12,"872 Lakeview St, San Francisco, CA 94016",23
259485,27in 4K Gaming Monitor,1,389.99,10/23/19 13:57,"118 6th St, Los Angeles, CA 90001",23
259486,34in Ultrawide Monitor,1,379.99,10/27/19 13:22,"766 Hickory St, San Francisco, CA 94016",27
259490,Macbook Pro Laptop,1,1700,10/29/19 04:08,"721 8th St, New York City, NY 10001",29
259492,USB-C Charging Cable,1,11.95,10/27/19 10:18,"930 Elm St, Los Angeles, CA 90001",27
259493,Flatscreen TV,1,300,10/19/19 06:12,"336 Wilson St, Boston, MA 02215",19
259496,Lightning Charging Cable,1,14.95,10/13/19 23:19,"325 Cherry St, San Francisco, CA 94016",13
259497,Apple Airpods Headphones,1,150,10/29/19 11:20,"264 Willow St, Austin, TX 73301",29
259499,AAA Batteries (4-pack),2,2.99,10/23/19 20:00,"670 West St, Los Angeles, CA 90001",23
259500,Wired Headphones,1,11.99,10/21/19 09:04,"221 Wilson St, Los Angeles, CA 90001",21
259501,AA Batteries (4-pack),1,3.84,10/16/19 12:17,"7 11th St, Dallas, TX 75001",16
259503,Lightning Charging Cable,1,14.95,10/23/19 15:07,"130 Highland St, San Francisco, CA 94016",23
259504,AA Batteries (4-pack),1,3.84,10/22/19 23:14,"178 Washington St, Dallas, TX 75001",22
259505,Apple Airpods Headphones,1,150,10/24/19 22:21,"375 River St, Los Angeles, CA 90001",24
259506,Lightning Charging Cable,1,14.95,10/24/19 01:52,"114 Dogwood St, Boston, MA 02215",24
259507,AAA Batteries (4-pack),1,2.99,10/23/19 06:32,"359 Lincoln St, Boston, MA 02215",23
259508,USB-C Charging Cable,1,11.95,10/28/19 08:58,"63 South St, San Francisco, CA 94016",28
259509,AAA Batteries (4-pack),2,2.99,10/16/19 14:48,"68 Chestnut St, New York City, NY 10001",16
259510,AA Batteries (4-pack),4,3.84,10/14/19 11:54,"817 Maple St, San Francisco, CA 94016",14
259512,Wired Headphones,1,11.99,10/31/19 15:38,"758 11th St, New York City, NY 10001",31
259516,USB-C Charging Cable,1,11.95,10/19/19 08:13,"169 Maple St, Atlanta, GA 30301",19
259518,34in Ultrawide Monitor,1,379.99,10/25/19 14:09,"662 West St, San Francisco, CA 94016",25
259519,Google Phone,1,600,10/14/19 19:02,"448 11th St, Los Angeles, CA 90001",14
259522,Lightning Charging Cable,1,14.95,10/27/19 06:57,"653 5th St, New York City, NY 10001",27
259527,Apple Airpods Headphones,1,150,10/18/19 22:10,"293 Hickory St, Austin, TX 73301",18
259528,27in FHD Monitor,1,149.99,10/22/19 22:48,"936 Sunset St, Seattle, WA 98101",22
259529,iPhone,1,700,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",14
259529,Apple Airpods Headphones,1,150,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",14
259529,Wired Headphones,1,11.99,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",14
259530,AA Batteries (4-pack),1,3.84,10/31/19 11:45,"521 Maple St, Los Angeles, CA 90001",31
259531,Lightning Charging Cable,1,14.95,10/27/19 14:18,"23 13th St, Boston, MA 02215",27
259532,Apple Airpods Headphones,1,150,10/28/19 11:09,"895 Lincoln St, Boston, MA 02215",28
259533,AA Batteries (4-pack),3,3.84,10/19/19 17:38,"730 Lakeview St, New York City, NY 10001",19
259534,Wired Headphones,1,11.99,10/22/19 19:23,"714 River St, San Francisco, CA 94016",22
259538,Lightning Charging Cable,1,14.95,10/27/19 16:42,"600 Hill St, Atlanta, GA 30301",27
259539,AAA Batteries (4-pack),1,2.99,10/27/19 12:48,"444 Lakeview St, Portland, OR 97035",27
259540,AAA Batteries (4-pack),4,2.99,10/19/19 07:27,"545 7th St, New York City, NY 10001",19
259541,Bose SoundSport Headphones,1,99.99,10/22/19 15:51,"563 12th St, Dallas, TX 75001",22
259542,AAA Batteries (4-pack),2,2.99,10/22/19 00:11,"227 Lake St, Boston, MA 02215",22
259544,Wired Headphones,1,11.99,10/28/19 10:26,"238 Ridge St, New York City, NY 10001",28
259546,AA Batteries (4-pack),2,3.84,10/22/19 18:05,"113 Spruce St, Seattle, WA 98101",22
259548,27in 4K Gaming Monitor,1,389.99,10/30/19 16:01,"941 1st St, Dallas, TX 75001",30
259549,Wired Headphones,1,11.99,10/22/19 07:43,"479 Spruce St, New York City, NY 10001",22
259550,USB-C Charging Cable,2,11.95,10/24/19 16:14,"359 6th St, Dallas, TX 75001",24
259551,20in Monitor,1,109.99,10/29/19 19:50,"836 North St, Boston, MA 02215",29
259558,AA Batteries (4-pack),1,3.84,10/26/19 20:35,"469 Lincoln St, New York City, NY 10001",26
259559,USB-C Charging Cable,1,11.95,10/16/19 01:41,"589 Dogwood St, San Francisco, CA 94016",16
259560,Wired Headphones,1,11.99,10/25/19 12:29,"669 5th St, Los Angeles, CA 90001",25
259561,AAA Batteries (4-pack),1,2.99,10/27/19 20:38,"65 Jefferson St, Portland, OR 97035",27
259563,AA Batteries (4-pack),1,3.84,10/17/19 20:23,"454 Highland St, New York City, NY 10001",17
259564,AAA Batteries (4-pack),1,2.99,10/24/19 11:47,"55 Cherry St, San Francisco, CA 94016",24
259565,AAA Batteries (4-pack),2,2.99,10/21/19 09:25,"358 8th St, Seattle, WA 98101",21
259566,Macbook Pro Laptop,1,1700,10/20/19 23:46,"989 Main St, Los Angeles, CA 90001",20
259567,Lightning Charging Cable,1,14.95,10/21/19 15:21,"667 Forest St, Los Angeles, CA 90001",21
259568,USB-C Charging Cable,2,11.95,10/31/19 02:08,"312 Highland St, New York City, NY 10001",31
259569,Lightning Charging Cable,2,14.95,10/21/19 10:38,"50 7th St, New York City, NY 10001",21
259570,27in 4K Gaming Monitor,1,389.99,10/31/19 18:05,"854 Adams St, San Francisco, CA 94016",31
259571,Apple Airpods Headphones,1,150,10/14/19 00:57,"844 14th St, Dallas, TX 75001",14
259572,Wired Headphones,2,11.99,10/26/19 10:53,"668 Church St, San Francisco, CA 94016",26
259573,USB-C Charging Cable,1,11.95,10/23/19 18:59,"606 2nd St, Atlanta, GA 30301",23
259578,Vareebadd Phone,1,400,10/29/19 00:32,"858 Willow St, San Francisco, CA 94016",29
259580,iPhone,1,700,10/28/19 14:22,"885 Willow St, Dallas, TX 75001",28
259581,Bose SoundSport Headphones,1,99.99,10/27/19 18:41,"227 Lincoln St, Dallas, TX 75001",27
259583,Bose SoundSport Headphones,1,99.99,10/20/19 17:44,"686 Johnson St, Atlanta, GA 30301",20
259584,iPhone,1,700,10/20/19 21:05,"311 Maple St, Seattle, WA 98101",20
259584,Lightning Charging Cable,1,14.95,10/20/19 21:05,"311 Maple St, Seattle, WA 98101",20
259585,AAA Batteries (4-pack),1,2.99,10/16/19 19:00,"751 Pine St, Seattle, WA 98101",16
259586,USB-C Charging Cable,1,11.95,10/27/19 11:18,"133 12th St, San Francisco, CA 94016",27
259588,USB-C Charging Cable,1,11.95,10/14/19 12:03,"554 Main St, Atlanta, GA 30301",14
259589,27in 4K Gaming Monitor,1,389.99,10/30/19 08:59,"793 Park St, San Francisco, CA 94016",30
259593,iPhone,1,700,10/31/19 10:17,"61 6th St, Dallas, TX 75001",31
259594,AAA Batteries (4-pack),5,2.99,10/18/19 10:06,"165 Lincoln St, Los Angeles, CA 90001",18
259595,Bose SoundSport Headphones,1,99.99,10/22/19 12:22,"735 Ridge St, San Francisco, CA 94016",22
259597,Lightning Charging Cable,1,14.95,10/22/19 12:26,"600 Spruce St, Dallas, TX 75001",22
259598,Lightning Charging Cable,1,14.95,10/22/19 21:14,"373 14th St, Los Angeles, CA 90001",22
259600,Lightning Charging Cable,1,14.95,10/14/19 09:12,"530 Chestnut St, San Francisco, CA 94016",14
259610,Lightning Charging Cable,1,14.95,10/18/19 20:37,"269 12th St, Boston, MA 02215",18
259611,AAA Batteries (4-pack),4,2.99,10/25/19 15:00,"554 North St, Portland, OR 97035",25
259613,Apple Airpods Headphones,1,150,10/20/19 22:52,"632 Center St, Boston, MA 02215",20
259620,Google Phone,1,600,10/29/19 12:19,"514 10th St, Dallas, TX 75001",29
259620,USB-C Charging Cable,1,11.95,10/29/19 12:19,"514 10th St, Dallas, TX 75001",29
259621,Bose SoundSport Headphones,1,99.99,10/19/19 06:46,"997 Lincoln St, Seattle, WA 98101",19
259622,AA Batteries (4-pack),1,3.84,10/25/19 11:54,"33 2nd St, Portland, OR 97035",25
259623,Apple Airpods Headphones,1,150,10/20/19 21:12,"128 River St, San Francisco, CA 94016",20
259624,34in Ultrawide Monitor,1,379.99,10/30/19 12:45,"60 9th St, Austin, TX 73301",30
259625,AAA Batteries (4-pack),1,2.99,10/30/19 18:37,"946 13th St, San Francisco, CA 94016",30
259626,AAA Batteries (4-pack),2,2.99,10/22/19 15:15,"419 South St, Seattle, WA 98101",22
259629,Lightning Charging Cable,1,14.95,10/13/19 15:15,"80 Hickory St, Seattle, WA 98101",13
259631,AA Batteries (4-pack),2,3.84,10/25/19 20:34,"668 Madison St, San Francisco, CA 94016",25
259636,iPhone,1,700,10/26/19 15:57,"489 Madison St, Los Angeles, CA 90001",26
259637,Wired Headphones,2,11.99,10/22/19 16:26,"361 River St, Atlanta, GA 30301",22
259638,AAA Batteries (4-pack),1,2.99,10/24/19 14:47,"498 Church St, Dallas, TX 75001",24
259639,AAA Batteries (4-pack),2,2.99,10/31/19 12:06,"375 Jefferson St, Dallas, TX 75001",31
259640,USB-C Charging Cable,1,11.95,10/18/19 12:42,"656 Hill St, Boston, MA 02215",18
259641,AAA Batteries (4-pack),1,2.99,10/21/19 15:06,"95 Forest St, San Francisco, CA 94016",21
259642,AA Batteries (4-pack),1,3.84,10/15/19 03:56,"814 13th St, Seattle, WA 98101",15
259643,AAA Batteries (4-pack),1,2.99,10/26/19 07:01,"301 9th St, Portland, OR 97035",26
259645,Apple Airpods Headphones,1,150,10/17/19 14:09,"249 Lake St, San Francisco, CA 94016",17
259646,AA Batteries (4-pack),1,3.84,10/16/19 21:42,"281 Cedar St, San Francisco, CA 94016",16
259648,Bose SoundSport Headphones,1,99.99,10/26/19 06:03,"270 Forest St, Atlanta, GA 30301",26
259649,AAA Batteries (4-pack),1,2.99,10/22/19 19:59,"966 Sunset St, San Francisco, CA 94016",22
259651,AA Batteries (4-pack),4,3.84,10/16/19 01:41,"486 Main St, Los Angeles, CA 90001",16
259653,Apple Airpods Headphones,1,150,10/19/19 19:52,"858 Hickory St, San Francisco, CA 94016",19
259655,Google Phone,1,600,10/13/19 14:41,"154 Johnson St, New York City, NY 10001",13
259657,27in 4K Gaming Monitor,1,389.99,10/13/19 19:24,"171 Forest St, San Francisco, CA 94016",13
259659,27in FHD Monitor,1,149.99,10/19/19 13:13,"354 Sunset St, Los Angeles, CA 90001",19
259660,Google Phone,1,600,10/19/19 17:07,"957 2nd St, Boston, MA 02215",19
259661,20in Monitor,1,109.99,10/18/19 11:55,"449 9th St, San Francisco, CA 94016",18
259662,Lightning Charging Cable,1,14.95,10/29/19 21:50,"108 Cedar St, Los Angeles, CA 90001",29
259666,27in FHD Monitor,1,149.99,10/27/19 22:37,"962 12th St, San Francisco, CA 94016",27
259670,AAA Batteries (4-pack),1,2.99,10/17/19 23:53,"658 Willow St, Austin, TX 73301",17
259671,iPhone,1,700,10/26/19 15:05,"490 14th St, Seattle, WA 98101",26
259672,AA Batteries (4-pack),1,3.84,10/24/19 15:50,"239 North St, Seattle, WA 98101",24
259673,AA Batteries (4-pack),1,3.84,10/18/19 20:01,"746 12th St, Atlanta, GA 30301",18
259677,34in Ultrawide Monitor,1,379.99,10/14/19 17:16,"363 Chestnut St, Atlanta, GA 30301",14
259678,Vareebadd Phone,1,400,10/29/19 09:16,"782 Maple St, San Francisco, CA 94016",29
259679,AA Batteries (4-pack),1,3.84,10/24/19 18:42,"76 West St, New York City, NY 10001",24
259681,27in FHD Monitor,1,149.99,10/21/19 13:31,"499 Maple St, Los Angeles, CA 90001",21
259682,Wired Headphones,1,11.99,10/20/19 04:35,"256 2nd St, Los Angeles, CA 90001",20
259683,Apple Airpods Headphones,1,150,10/17/19 11:13,"104 Elm St, Los Angeles, CA 90001",17
259684,Bose SoundSport Headphones,1,99.99,10/21/19 18:50,"300 North St, Los Angeles, CA 90001",21
259685,Apple Airpods Headphones,1,150,10/15/19 18:25,"509 6th St, Dallas, TX 75001",15
259686,AA Batteries (4-pack),1,3.84,10/31/19 12:58,"879 Ridge St, New York City, NY 10001",31
259688,AA Batteries (4-pack),1,3.84,10/27/19 13:52,"314 1st St, Atlanta, GA 30301",27
259688,Bose SoundSport Headphones,1,99.99,10/27/19 13:52,"314 1st St, Atlanta, GA 30301",27
259692,Flatscreen TV,1,300,10/21/19 21:13,"384 11th St, Dallas, TX 75001",21
259693,Bose SoundSport Headphones,1,99.99,10/16/19 16:14,"497 Maple St, Los Angeles, CA 90001",16
259694,Wired Headphones,1,11.99,10/14/19 17:11,"608 9th St, Portland, OR 97035",14
259695,AAA Batteries (4-pack),1,2.99,10/22/19 16:48,"166 Hill St, San Francisco, CA 94016",22
259696,Wired Headphones,1,11.99,10/20/19 10:49,"407 River St, New York City, NY 10001",20
259698,USB-C Charging Cable,1,11.95,10/19/19 20:40,"106 Jefferson St, San Francisco, CA 94016",19
259701,AAA Batteries (4-pack),2,2.99,10/19/19 10:55,"371 Adams St, Los Angeles, CA 90001",19
259702,Vareebadd Phone,1,400,10/13/19 23:10,"239 Sunset St, Dallas, TX 75001",13
259702,Wired Headphones,1,11.99,10/13/19 23:10,"239 Sunset St, Dallas, TX 75001",13
259704,Flatscreen TV,1,300,10/13/19 16:45,"281 Park St, New York City, NY 10001",13
259708,Bose SoundSport Headphones,1,99.99,10/22/19 21:42,"66 Johnson St, Portland, OR 97035",22
259710,Apple Airpods Headphones,1,150,10/25/19 21:26,"449 Church St, Atlanta, GA 30301",25
259713,34in Ultrawide Monitor,1,379.99,10/17/19 11:58,"777 2nd St, Los Angeles, CA 90001",17
259715,Lightning Charging Cable,1,14.95,10/21/19 11:37,"317 River St, New York City, NY 10001",21
259721,AA Batteries (4-pack),2,3.84,10/16/19 19:57,"546 Meadow St, Atlanta, GA 30301",16
259722,34in Ultrawide Monitor,1,379.99,10/22/19 19:14,"47 Hickory St, Los Angeles, CA 90001",22
259725,AA Batteries (4-pack),1,3.84,10/28/19 20:37,"586 13th St, New York City, NY 10001",28
259729,Wired Headphones,1,11.99,10/24/19 00:32,"266 Lincoln St, Portland, OR 97035",24
259730,AA Batteries (4-pack),2,3.84,10/25/19 13:52,"33 West St, New York City, NY 10001",25
259733,AA Batteries (4-pack),1,3.84,10/30/19 13:29,"786 South St, Dallas, TX 75001",30
259734,AAA Batteries (4-pack),1,2.99,10/30/19 19:06,"192 Willow St, Dallas, TX 75001",30
259736,Google Phone,1,600,10/28/19 18:50,"719 Wilson St, Los Angeles, CA 90001",28
259737,Lightning Charging Cable,2,14.95,10/22/19 19:18,"811 Adams St, Los Angeles, CA 90001",22
259738,USB-C Charging Cable,1,11.95,10/31/19 11:47,"316 10th St, Atlanta, GA 30301",31
259739,AAA Batteries (4-pack),1,2.99,10/24/19 22:48,"321 Johnson St, San Francisco, CA 94016",24
259740,AA Batteries (4-pack),1,3.84,10/17/19 11:54,"783 7th St, Portland, OR 97035",17
259742,ThinkPad Laptop,1,999.99,10/15/19 19:38,"121 Lincoln St, Dallas, TX 75001",15
259744,Wired Headphones,2,11.99,10/24/19 14:01,"44 Sunset St, Atlanta, GA 30301",24
259745,27in FHD Monitor,1,149.99,10/14/19 11:08,"798 14th St, Portland, ME 04101",14
259746,AA Batteries (4-pack),1,3.84,10/25/19 18:21,"613 6th St, Los Angeles, CA 90001",25
259747,20in Monitor,1,109.99,10/21/19 15:07,"24 Lincoln St, San Francisco, CA 94016",21
259749,27in 4K Gaming Monitor,1,389.99,10/20/19 16:08,"925 Lincoln St, Atlanta, GA 30301",20
259750,AAA Batteries (4-pack),2,2.99,10/30/19 15:25,"453 9th St, Austin, TX 73301",30
259753,Macbook Pro Laptop,1,1700,10/22/19 16:52,"771 Forest St, Seattle, WA 98101",22
259754,USB-C Charging Cable,1,11.95,10/25/19 07:57,"78 Park St, Boston, MA 02215",25
259756,Lightning Charging Cable,1,14.95,10/21/19 15:24,"996 Washington St, Los Angeles, CA 90001",21
259757,USB-C Charging Cable,1,11.95,10/13/19 08:57,"80 Church St, San Francisco, CA 94016",13
259761,iPhone,1,700,10/22/19 21:13,"980 4th St, Seattle, WA 98101",22
259762,ThinkPad Laptop,1,999.99,10/19/19 14:33,"370 10th St, Boston, MA 02215",19
259765,Lightning Charging Cable,1,14.95,10/24/19 17:21,"580 Lakeview St, San Francisco, CA 94016",24
259766,AAA Batteries (4-pack),3,2.99,10/16/19 16:20,"145 Highland St, Seattle, WA 98101",16
259767,Bose SoundSport Headphones,1,99.99,10/24/19 12:35,"274 10th St, Boston, MA 02215",24
259768,Bose SoundSport Headphones,1,99.99,10/27/19 17:41,"845 2nd St, New York City, NY 10001",27
259769,Wired Headphones,1,11.99,10/15/19 08:19,"459 Dogwood St, New York City, NY 10001",15
259773,Flatscreen TV,1,300,10/15/19 16:18,"885 14th St, Seattle, WA 98101",15
259774,USB-C Charging Cable,1,11.95,10/27/19 17:45,"749 South St, Boston, MA 02215",27
259779,AAA Batteries (4-pack),2,2.99,10/17/19 20:17,"268 North St, Dallas, TX 75001",17
259782,LG Washing Machine,1,600,10/19/19 04:50,"145 14th St, Portland, OR 97035",19
259784,ThinkPad Laptop,1,999.99,10/17/19 21:49,"537 8th St, Seattle, WA 98101",17
259785,Apple Airpods Headphones,1,150,10/26/19 18:12,"226 Main St, Seattle, WA 98101",26
259786,Lightning Charging Cable,1,14.95,10/26/19 20:26,"513 Walnut St, Atlanta, GA 30301",26
259788,USB-C Charging Cable,2,11.95,10/25/19 12:13,"849 Willow St, San Francisco, CA 94016",25
259789,Lightning Charging Cable,1,14.95,10/29/19 21:44,"453 Meadow St, Seattle, WA 98101",29
259790,Wired Headphones,1,11.99,10/16/19 18:39,"895 Church St, Seattle, WA 98101",16
259791,Lightning Charging Cable,2,14.95,10/29/19 11:56,"209 River St, Boston, MA 02215",29
259792,AAA Batteries (4-pack),2,2.99,10/29/19 05:22,"434 4th St, Los Angeles, CA 90001",29
259796,Apple Airpods Headphones,1,150,10/29/19 12:07,"586 Elm St, Los Angeles, CA 90001",29
259799,Wired Headphones,1,11.99,10/16/19 02:52,"650 Madison St, San Francisco, CA 94016",16
259800,34in Ultrawide Monitor,1,379.99,10/27/19 14:21,"372 9th St, San Francisco, CA 94016",27
259802,Wired Headphones,1,11.99,10/28/19 20:41,"816 West St, San Francisco, CA 94016",28
259803,Macbook Pro Laptop,1,1700,10/18/19 00:35,"861 Main St, Los Angeles, CA 90001",18
259804,Macbook Pro Laptop,1,1700,10/27/19 16:22,"702 12th St, Los Angeles, CA 90001",27
259805,27in 4K Gaming Monitor,1,389.99,10/18/19 11:39,"795 Spruce St, San Francisco, CA 94016",18
259806,ThinkPad Laptop,1,999.99,10/23/19 06:26,"650 Jackson St, New York City, NY 10001",23
